"Origin","Proverb"
"Spanish","Even the best writer has to erase sometimes."
"Spanish","Every man for himself and God for us all."
"Spanish","Every law is broken to become a king."
"Spanish","Every law has its loophole."
"Spanish","Every hair casts its shadow."
"Spanish","Every fool is pleased with his bauble."
"Spanish","Every dog has its day."
"Spanish","Every country has its custom."
"Spanish","Every cock is proud on his own dung hill."
"Spanish","Every cock crows on his own dunghill."
"Spanish","Early flowers give no seed."
"Spanish","Every cask smells of the wine it contains."
"Spanish","Eat, drink and be merry."
"Spanish","Even a sugar mother-in-law tastes bitter."
"Spanish","Entreaty and right do the deed."
"Spanish","Entreaties to get him to sing, and entreaties to leave off."
"Spanish","Enjoy your little while the fool seeks for more."
"Spanish","Elm trees have beautiful branches but hardly ever bear fruit."
"Spanish","Either you sink or you swim."
"Spanish","Either the ass will die, or he that goads it."
"Spanish","Either rich or hanged."
"Spanish","Don't bet more than you can afford to lose."
"Spanish","Every cloud has a silver lining."
"Spanish","Dance to the tune that is played."
"Spanish","Don't call me a little olive until you've picked me."
"Spanish","Dine with arrogance, sleep with shame."
"Spanish","Different strokes for different folks."
"Spanish","Desperation is the mistress of the impossible."
"Spanish","Desire beautifies what is ugly."
"Spanish","Deeds are love, and not fine phrases."
"Spanish","Deceive not thy physician, confessor, or lawyer."
"Spanish","Debts are like children; the smaller they are the more noise they make."
"Spanish","Debts are like children: the smaller they are the more noise they make."
"Spanish","Discover not your silent money to anybody."
"Spanish","Dead men have no friends."
"Spanish","Discreet stops make speedy journeys."
"Spanish","Cut your coat to suit your cloth."
"Spanish","Cut your coat according to your cloth."
"Spanish","Custom makes all things easy."
"Spanish","Custom in infancy becomes nature in old age."
"Spanish","Custom becomes law."
"Spanish","Curses, like chickens, come home to roost."
"Spanish","Curses, like chickens, always come home to roost."
"Spanish","Curses on accounts with relations."
"Spanish","Cuando amor no es locura, no es amor."
"Spanish","Death is the reaper who doesn't take a midday nap."
"Spanish","Do not tell your secrets behind a wall or a hedge."
"Spanish","Beauty draws more than oxen."
"Spanish","Don't believe what you see, husband, but only what I tell you."
"Spanish","Don't be afraid of a spot that can be removed with water."
"Spanish","Do you want to see a wolf with young? Marry your daughter."
"Spanish","Do you want to buy cheap? Buy of a needy fool."
"Spanish","Do you carry the trough, husband, and I will carry the sieve, which is as heavy as the devil."
"Spanish","Do what the friar says, and not what he does."
"Spanish","Do what is right, come what may."
"Spanish","Do what I say well, and not what I do ill."
"Spanish","Dios tarda pero no olvida -- God delays but doesn't forget."
"Spanish","Do not throw a stone at the mouse and break the precious vase."
"Spanish","Don't bite off more than you can chew."
"Spanish","Do not talk Arabic in the house of a Moor."
"Spanish","Do not stuff your servant with bread, and he won't ask for cheese."
"Spanish","Do not steal a loaf from him that kneads and bakes."
"Spanish","Do not rejoice at my grief, for when mine is old, yours will be new."
"Spanish","Do not lose honour through fear."
"Spanish","Do not fret for news, it will grow old and you will know it."
"Spanish","Do not buy a carrier's ass, or marry an innkeeper's daughter."
"Spanish","Discretion is knowing how to hide that which we cannot remedy."
"Spanish","Discretion is a way of hiding what you cannot help."
"Spanish","Do not throw pearls to swine."
"Spanish","A house ready built and a vineyard ready planted."
"Spanish","A lazy ox is little the better for the goad."
"Spanish","A lawsuit for a maravedi consumes a real's worth of paper."
"Spanish","A lame goat will not sleep by day."
"Spanish","A kitchen-dog is never a good rabbit-hunter."
"Spanish","A husband with one eye rather than with a son."
"Spanish","A hungry man is an angry man."
"Spanish","A hungry man discovers more than a hundred lawyers."
"Spanish","A hungry belly listens to no one."
"Spanish","Before you marry, beware, for it is a knot difficult to untie."
"Spanish","A hundred tailors, a hundred millers, and a hundred weavers, are three hundred thieves."
"Spanish","A little loss frightens, a great one tames."
"Spanish","A house filled with guests is eaten up and ill spoken of."
"Spanish","A hidden fire is discovered by its smoke."
"Spanish","A hangman is a good trade, he doth his work by daylight."
"Spanish","A handsome woman is either silly or vain."
"Spanish","A handsome man is not quite poor."
"Spanish","A handsome hostess is bad for the purse."
"Spanish","A handful of motherwit is worth a bushel of learning."
"Spanish","A hair casts its shadow on the ground."
"Spanish","A guest and a fish stink in three days."
"Spanish","A hundred years hence we shall all be bald."
"Spanish","A man in love schemes more than a hundred lawyers."
"Spanish","A meowing cat is never a good mouse catcher."
"Spanish","A melon and a woman are hard to know."
"Spanish","A measly hog infects the whole sty."
"Spanish","A man without honor smells worse than a corpse."
"Spanish","A man who prides himself on his ancestry is like the potato plant, the best part of which is underground."
"Spanish","A man too busy to take care of his health is like a mechanic too busy to take care of his tools."
"Spanish","A man that is lean, not from hunger, is harder than brass."
"Spanish","A man that has had his fill is no eater."
"Spanish","A man may lose his goods for want of demanding them."
"Spanish","A lazy youth, a lousy age."
"Spanish","A man may hap to bring home with him what makes him weep."
"Spanish","A little gall embitters much honey."
"Spanish","A man gains nothing by vain glory but contempt and hatred."
"Spanish","A man forewarned is as good as two."
"Spanish","A malicious man is like a coal sack -- black on the outside and even blacker inside."
"Spanish","A lot of weeds will grow in a stagnant pond."
"Spanish","A looker on sees more of the game than a player."
"Spanish","A long tongue betokens a short hand."
"Spanish","A little thing in hand is worth more than a great thing in prospect."
"Spanish","A little spark kindles a great fire."
"Spanish","A great leap gives a great shake."
"Spanish","A man may learn wit every day."
"Spanish","A few germs never hurt anyone."
"Spanish","A great position entails great responsibility."
"Spanish","A friend in need is a friend indeed."
"Spanish","A fortunate man may be anywhere."
"Spanish","A fortress on its guard is not surprised."
"Spanish","A fool, unless he know Latin, is never a great fool."
"Spanish","A fool, if he holds his tongue, passes for wise."
"Spanish","A fool who knows Latin is never a real fool."
"Spanish","A fool sometimes gives good counsel."
"Spanish","A fool is someone who trusts another fool."
"Spanish","A friend to everybody is a friend to nobody."
"Spanish","A fifth wheel to a cart is but an encumbrance."
"Spanish","A full belly is neither good for flight, nor for fighting."
"Spanish","A father's love, for all other is air."
"Spanish","A fast day is the eve of a feast day."
"Spanish","A fair-weather friend changes with the wind."
"Spanish","A donkey decked in gold is better than an over-laden horse."
"Spanish","A dog won't bite you if you are carrying a stick."
"Spanish","A dog does not always bark at the front gate."
"Spanish","A devotee's face, and a cat's claws."
"Spanish","A determined heart will not be counselled."
"Spanish","A day without bread lasts long."
"Spanish","A fool and his money are soon parted."
"Spanish","A good listener is a silent flatterer."
"Spanish","A moneyless man goes fast through the market."
"Spanish","A great lance-thrust to a dead Moor."
"Spanish","A grand eloquence, little conscience."
"Spanish","A grain does not fill a sieve, but it helps its fellow."
"Spanish","A good word extinguishes more than a pailful of water."
"Spanish","A good thing lost is a good thing valued."
"Spanish","A good paymaster needs no security."
"Spanish","A good paymaster is keeper of other men's purses."
"Spanish","A good payer will not object to leaving a deposit."
"Spanish","A friend to everybody and to nobody is the same thing."
"Spanish","A good man's pedigree is little hunted up."
"Spanish","A great man's entreaty is a command."
"Spanish","A good life, they say, keeps wrinkles at bay."
"Spanish","A good life is the best sermon."
"Spanish","A good life defers wrinkles."
"Spanish","A good lawyer is a bad neighbour."
"Spanish","A good hope is better than a bad possession."
"Spanish","A good heart breaks bad fortune."
"Spanish","A good grievance is better than bad payment."
"Spanish","A girl draws more than a rope."
"Spanish","A gentle breeze blowing in the right direction is better than a pair of strong oars."
"Spanish","A good name covers theft."
"Spanish","A word and a stone once launched cannot be recalled."
"Spanish","A well-wisher sees from afar."
"Spanish","According to the custom of Aragon, good service, bad guerdon."
"Spanish","Abundance of things engenders disdainfulness."
"Spanish","Absent, none without blame; present, none without excuse."
"Spanish","Absence makes the heart grow fonder."
"Spanish","Absence is a foe to love; away from the eyes, away from the heart."
"Spanish","About the King and the Inquisition, hush."
"Spanish","Abbot of Carcuela, you eat up the pot and ask for the pipkin."
"Spanish","A young woman is to an old man the horse that he rides to hell."
"Spanish","Advise no one to go to war or to marry."
"Spanish","A word from the mouth is like a stone from a sling."
"Spanish","After a thrifty father, a prodigal son."
"Spanish","A word and a stone let go cannot be recalled."
"Spanish","A woman's tears are worth a lot, but cost little."
"Spanish","A woman's tears and a log's limping are not real."
"Spanish","A woman's place is in the home."
"Spanish","A woman's belly is a garden with many fruits."
"Spanish","A woman's advice is of little value, but he who does not take it is a fool."
"Spanish","A woman and a glass are always in danger."
"Spanish","A wolf's mourning is the fox's feast."
"Spanish","A mewing cat is never a good mouser."
"Spanish","A word from the mouth, a stone from a sling."
"Spanish","Bachelor, a peacock; betrothed, a lion; married, an ass."
"Spanish","A day of fasting is the eve of a feast."
"Spanish","Beauty and chastity are always quarreling."
"Spanish","Bear and forbear."
"Spanish","Beads about the neck, and the devil in the heart."
"Spanish","Be not an esquire where you were a page."
"Spanish","Be not a baker if your head is butter."
"Spanish","Be my enemy and go to my mill."
"Spanish","Be merry, Shrovetide, for to-morrow thou wilt be ashes."
"Spanish","Be a custom good or bad, a peasant will have it continue in force."
"Spanish","Actions speak louder than words."
"Spanish","Bad news is always true."
"Spanish","A turtle makes progress when it sticks its neck out."
"Spanish","Away with thee, sickness, to where they make a good pillow for thee."
"Spanish","All are not soldiers who go to the wars."
"Spanish","Alas! father, another daughter is born to you."
"Spanish","After the vintage, baskets."
"Spanish","After the house is finished, he deserts it."
"Spanish","After stuffing pears within, drink old wine until they swim."
"Spanish","After one vice a greater follows."
"Spanish","After dinner rest a while, after supper walk a mile."
"Spanish","After breaking my head you bring plaister."
"Spanish","Bargains are dear."
"Spanish","A penny spared is a penny saved."
"Spanish","A wise man changes his mind, a fool never will."
"Spanish","A proverb is a short sentence based on long experience."
"Spanish","A pound of care will not pay a pound of debt."
"Spanish","A postern door makes a thief."
"Spanish","A Portuguese apprentice who can't sew, yet would be cutting out."
"Spanish","A poor man is all schemes."
"Spanish","A pig's tail will never make a good arrow."
"Spanish","A pig bought on credit is forever grunting."
"Spanish","A pig bought on credit grunts all the year."
"Spanish","A rich man is either a scoundrel or the heir of a scoundrel."
"Spanish","A person who talks a lot is bound to be right sometimes."
"Spanish","A rolling stone gathers no moss."
"Spanish","A peck of March dust is worth a king's ransom."
"Spanish","A peasant will stand on the top of a hill for a very long time with his mouth open before a roast duck will fly in."
"Spanish","A peasant between two lawyers is like a fish between two cats."
"Spanish","A north wind has no corn, and a poor man no friend."
"Spanish","A mute bird makes no omen."
"Spanish","A mule and a woman do what is expected of them."
"Spanish","A morsel eaten selfishly does not gain a friend."
"Spanish","A monkey remains a monkey, though dressed in silk."
"Spanish","Before the time, great courage; when at the point, great fear."
"Spanish","A person who talks a lot is sometimes right."
"Spanish","A sick man sleeps, but not a debtor."
"Spanish","A turn of the key is better than the conscience of a friar."
"Spanish","A true gentleman would rather have his clothes torn than mended."
"Spanish","A tree often transplanted neither grows nor thrives."
"Spanish","A strong attack is half the battle won."
"Spanish","A spot shows most on the finest cloth."
"Spanish","A sparrow in the hand is better than a bustard on the wing."
"Spanish","A sooty chimney costs many a beef-steak."
"Spanish","A son-in-law's friendship is a winter's sun."
"Spanish","A son-in-law and a pig will show you the way only once."
"Spanish","A reconciled friend is a double enemy."
"Spanish","A soft answer turneth away wrath."
"Spanish","A miss is as good as a mile."
"Spanish","A short horse is soon curried."
"Spanish","A short halter for a greedy horse."
"Spanish","A shoemaker's wife and a smith's mare are always the worst shod."
"Spanish","A shock dog is starved and nobody believes it."
"Spanish","A sharp tooth for hard bread."
"Spanish","A secret between two is God's secret, a secret between three is everybody's."
"Spanish","A scabby colt may make a good horse."
"Spanish","A rule isn't unfair if it applies to everyone."
"Spanish","A rose too often smelled loses its fragrance."
"Spanish","A solitary ox shits more than a hundred swallows."
"Spanish","Fine words butter no parsnips."
"Spanish","All's not lost that's in danger."
"Spanish","Everything in its season, and turnips in Advent."
"Spanish","Evildoers always think the worst of others."
"Spanish","Expect not at another's hand what you can do by your own."
"Spanish","Every man is a fool in some man's opinion."
"Spanish","Faint heart never won fair lady."
"Spanish","Half the truth is often a whole lie."
"Spanish","Fancy surpasses beauty."
"Spanish","Fast as the hare runs, the greyhound outruns her, since he catches her."
"Spanish","Fate sends almonds to toothless people."
"Spanish","Fear and love never eat from the same plate."
"Spanish","Fear guards the vineyard."
"Spanish","Every woman has something of a witch about her."
"Spanish","Feet that are used to move cannot remain quiet."
"Spanish","Every season brings its joy."
"Spanish","All do not beg for one saint."
"Spanish","All griefs with bread are less."
"Spanish","All in the way of joke the wolf goes to the ass."
"Spanish","All is fair in love and war."
"Spanish","All is not lost that is in danger."
"Spanish","All mouth and no trousers. All talk and no action."
"Spanish","All things are easy that are done willingly."
"Spanish","All things of this world are nothing, unless they have reference to the next."
"Spanish","All work and no play make Jack a dull boy."
"Spanish","All's fish that comes to the net."
"Spanish","All's for the best in the best of all possible worlds."
"Spanish","Four things put a man beside himself--women, tobacco, cards, and wine."
"Spanish","Feed the raven and he'll peck out your eyes."
"Spanish","Every man should support himself, and not hang upon another."
"Spanish","Fox's broth, cold and scalding."
"Spanish","Fresh port and new wine, send a Christian to the churchyard."
"Spanish","Friday pretexts for not fasting."
"Spanish","Friendless in life, friendless in death."
"Spanish","Friendly words gain much and cost nothing."
"Spanish","Friends and wine should be old."
"Spanish","Friendship broken may be soldered, but never made whole."
"Spanish","Frivolous talk is like shooting without aiming."
"Spanish","From a fallen tree, all make kindling."
"Spanish","From a praying young man, and a fasting old man, God preserve my cloak."
"Spanish","From a silent man, and a dog that does not bark, deliver us."
"Spanish","From a silent person remove your dwelling."
"Spanish","Everybody's friends and nobody's friend is all one."
"Spanish","Every man is the son of his own works."
"Spanish","Always be patient with the rich and powerful."
"Spanish","Every one feels the cold according as he is clad."
"Spanish","Every one for himself, and God for us all."
"Spanish","Every one is wise when the mischief is done."
"Spanish","Every one knows best where the shoe pinches him."
"Spanish","Every one sneezes as God pleases."
"Spanish","Every one speaks of the fair as he himself finds it."
"Spanish","Every one stretches his legs according to the length of his coverlet."
"Spanish","Every one wishes to bring water to his own mill, and leave his neighbour's dry."
"Spanish","Every pedlar praises his own needles."
"Spanish","Every person is a fool in some person's opinion."
"Spanish","Every potter praises his pot, especially if cracked."
"Spanish","Every road leads to Rome."
"Spanish","From long journeys long lies."
"Spanish","Ask too much to get enough."
"Spanish","All's lost that's put in a riven dish."
"Spanish","As is the master, so is his dog."
"Spanish","As long as I was a daughter-in-law I never had a good mother-in-law, and as long as I was a mother-in-law I never had a good daughter-in-law."
"Spanish","As mony heads, as mony wits."
"Spanish","As soon as one goes out the window, another comes in the door."
"Spanish","As the abbot sings the sacristan responds."
"Spanish","As the best wine makes the sharpest vinegar, so the deepest love turns to the deadliest hatred."
"Spanish","As the call, so the echo."
"Spanish","As the day lengthens, so the cold strengthens."
"Spanish","As you make your bed so you must lie upon it."
"Spanish","As you sow, you shall reap."
"Spanish","Ask for too much in order to get enough."
"Spanish","As for friars, live with them, eat with them, and walk with them; then sell them as they do themselves."
"Spanish","Ask not after a good man's pedigree."
"Spanish","As are the times, so are the manners."
"Spanish","Associate with the good and you will be one of them."
"Spanish","Assurance is two-thirds success."
"Spanish","At an ambuscade of villains a man does better with his feet than his hands."
"Spanish","At an auction keep your mouth shut."
"Spanish","At her wedding, the bride eats the least."
"Spanish","At night all cats are grey."
"Spanish","At the end the Gloria is chanted."
"Spanish","At the game's end we shall see who gains."
"Spanish","At the wedding-feast the least eater is the bride."
"Spanish","At twenty a man will be a peacock, at thirty a lion, at forty a camel, at fifty a serpent, at sixty a dog, at seventy a monkey, and at eighty nothing."
"Spanish","Attack is the best form of defence."
"Spanish","Avoid a friend who covers you with his wings and destroys you with his beak."
"Spanish","Ask for too much so that you can get enough."
"Spanish","An open door tempts a saint."
"Spanish","Always taking out and never putting in, soon reaches the bottom."
"Spanish","An absent saint gets no candles."
"Spanish","An ailing woman lives forever."
"Spanish","An apple a day keeps the doctor away."
"Spanish","An ass let him be who brays at an ass."
"Spanish","An ass with her colt goes not straight to the mill."
"Spanish","An empty stomach will not listen to anything."
"Spanish","An inch in a sword, or a palm in a lance, is a great advantage."
"Spanish","An oak is not felled at one blow."
"Spanish","An oak is not felled at one stroke."
"Spanish","An old ox makes a straight furrow."
"Spanish","A blow with a reed makes a noise but hurts not."
"Spanish","As is the king, so are his people."
"Spanish","Experience is not always the kindest of teachers, but it is surely the best."
"Spanish","Every one in his own house, and God in all men's."
"Spanish","An ounce of blood is worth more than a pound of friendship."
"Spanish","An ounce of mother is worth a pound of priests."
"Spanish","An ounce of state to a pound of gold."
"Spanish","An ounce of wit that's bought Is worth a pound that's taught."
"Spanish","Anger and hate hinder good counsel."
"Spanish","Anger is a short madeness."
"Spanish","Another's bread costs dear."
"Spanish","Another's care hangs by a hair."
"Spanish","Any port in a storm."
"Spanish","Appetite comes with eating."
"Spanish","April and May make meal for the whole year."
"Spanish","Arms and money require good hands."
"Spanish","An old poacher makes the best gamekeeper."
"Spanish","God deliver me from a man of one book."
"Spanish","Give the grateful man more than he asks for."
"Spanish","Giving alms never lessens the purse."
"Spanish","Go in God's name, for he takes a loaf of mine."
"Spanish","Go not every evening to your brother's house."
"Spanish","Go not with every ailment to the doctor, with every plea to the lawyer, or with every thirst to the can."
"Spanish","Go to bed supperless and you will wake without debt."
"Spanish","Go to bed with the lamb, and rise with the lark."
"Spanish","Go to friends for advice, woman for love, strangers for charity and relatives for nothing."
"Spanish","Fire and love do not say ""Go to your work."""
"Spanish","Go to your aunt's house, but not every day."
"Spanish","From my gossip's bread a large piece for my godson."
"Spanish","God cures, and the doctor takes the fee."
"Spanish","God keep you from ""It is too late."""
"Spanish","God delays but doesn't forget."
"Spanish","Give me a seat, and I will make myself room to lie down."
"Spanish","God deliver us from a gentleman by day and a friar by night."
"Spanish","God does not smite with both hands."
"Spanish","God give you luck, my son, for little wit must serve your turn."
"Spanish","God gives almonds to one who has no teeth."
"Spanish","God gives wings to the ant that she may perish the sooner."
"Spanish","God grant me to argue with those who understand me."
"Spanish","God grant me to contend with those that understand me."
"Spanish","God grant you good fortune, my son, for knowledge avails you little."
"Spanish","God grant, dear wife, that this son be ours."
"Spanish","God helps him who helps himself."
"Spanish","God helps the early riser."
"Spanish","God is a good worker but He loves to be helped."
"Spanish","God defend you from the devil, the eye of a harlot, and the turn of a die."
"Spanish","If the devil is going to take me, said the courtesan, ""let it be in a coach."""
"Spanish","A blow from a frying-pan, if it does not hurt, smuts."
"Spanish","A blind man's wife needs no paint."
"Spanish","A blind man's stroke, which raises a dust from beneath water."
"Spanish","A bespattered hog tries to bespatter another."
"Spanish","A beautiful wife without money is like a fine house without furniture."
"Spanish","A beard well lathered is half shaved."
"Spanish","A barking dog was never a good biter."
"Spanish","A bad thing never dies."
"Spanish","A bad mother wishes for good children."
"Spanish","A bad man's gift is like his master."
"Spanish","A bad labour, and a daughter after all."
"Spanish","A bad excuse is better than none."
"Spanish","Give orders and do no more, and nothing will come of it."
"Spanish","A bad compromise is better than a successful suit."
"Spanish","Give me the ass that carries me in preference to the horse that throws me."
"Spanish","From smooth water God preserve me, from rough I will preserve myself."
"Spanish","From snow, whether baked or boiled, you will get nothing but water."
"Spanish","From that dust comes this mud."
"Spanish","From the leather of others you can cut long strips."
"Spanish","Get a good name and go to sleep."
"Spanish","Get a name to rise early, and you may lie all day."
"Spanish","Gifts break rocks."
"Spanish","Give a clown your foot, and he'll take your hand."
"Spanish","Give a dog a bad name and hang him."
"Spanish","Give a dog a bad name and hang it."
"Spanish","Give a thing and take a thing, to wear the devil's gold ring."
"Spanish","Give a traitor good words and you make him loyal."
"Spanish","God comes to see without ringing the bell."
"Spanish","A bad day never hath a good night."
"Spanish","For a chaste woman God is enough."
"Spanish","Fire, fire, many pots on. and one pea in them all."
"Spanish","First cobwebs, then chains."
"Spanish","First come to the mill, first grind."
"Spanish","Flattery makes friends and truth makes enemies."
"Spanish","Flying from the bull he fell into the river."
"Spanish","Folly is the most incurable of maladies."
"Spanish","Folly is the product of all countries and ages."
"Spanish","Fond of lawsuits, little wealth; fond of doctors, little health; fond of friars, little honour."
"Spanish","Fond pride of dress is sure a very curse; Ere fancy you consult, consult your purse."
"Spanish","Fools and bairns should never see half-done work."
"Spanish","Fools and obstinate men make rich lawyers."
"Spanish","Fools and the perverse fill the lawyers' purse."
"Spanish","Half a loaf is better than no bread."
"Spanish","For a bad night, a mattress of wine."
"Spanish","For a good companion good company."
"Spanish","God made us, and we admire ourselves."
"Spanish","For all one's early rising, it dawns none the sooner."
"Spanish","Go to friends for advice; to women for pity; to strangers for charity; to relatives for nothing."
"Spanish","For evil tongues, scissors."
"Spanish","For the want of worthy men they made my father alcade."
"Spanish","For want of a nail the shoe is lost."
"Spanish","For whom does the blind man's wife adorn herself?"
"Spanish","For whom sword and courage are not enough, corslet and lance will not be enough."
"Spanish","Forewarned is forearmed."
"Spanish","Fortune aids the bold."
"Spanish","Foster a raven and it will peck out your eyes."
"Spanish","Four eyes see more than two."
"Spanish","Fools rush in where angels fear to tread."
"Spanish","God, healeth, and the physician hath the thanks."
"Spanish","For better for worse they have married me."
"Spanish","Habits are first gossamer then cables."
"Spanish","God makes the back to the burden."
"Spanish","God sends cold after clothes."
"Spanish","God take you, pound, drunk out and not yet spun."
"Spanish","God will listen to you whatever cloak you wear."
"Spanish","God writes straight with crooked lines."
"Spanish","Good is the fowl which another rears."
"Spanish","Good luck makes its way in by elbowing."
"Spanish","Good men must die, but death cannot kill their names."
"Spanish","Good news is rumoured and bad news flies."
"Spanish","Good wine needs no crier."
"Spanish","Good wine sells itself."
"Spanish","Good wines needs no bush."
"Spanish","Grasp no more than thy hand will hold."
"Spanish","Habits are first cobwebs, then cables."
"Spanish","Guests always have nice backs."
"Spanish","God will provide, but a good bundle of straw will not be amiss."
"Spanish","Good words and bad deeds deceive both wise and simple."
"Spanish","Growing old is no more than another bad habit."
"Spanish","Great minds think alike."
"Spanish","Grass doesn't grow on a busy street."
"Spanish","Grasp all, lose all."
"Spanish","Grain by grain the hen fills her crop."
"Spanish","Good, that comes too late, is good as nothing."
"Spanish","Good, good, good, but God keep my ass out of his rye."
"Spanish","Good words fill not a sack."
"Spanish","Good words and no deeds are rushes and reeds."
"Spanish","The more danger, the more honor."
"Spanish","The mother who spoils her child, fattens a serpent."
"Spanish","The mother reckons well, but the child reckons better."
"Spanish","The mother of mischief is no bigger than a midge's wing."
"Spanish","The Mother of God appears to fools."
"Spanish","The most faithful mirror is an old friend."
"Spanish","The most cautious passes for the most chaste."
"Spanish","The more you get the more you want."
"Spanish","The more you flatter a fool, the more seriously he plays his game."
"Spanish","The more you court a clown the statelier he grows."
"Spanish","The more riches a fool hath, the greater fool he is."
"Spanish","The man deliberates, the woman decides."
"Spanish","The more haste, the less speed."
"Spanish","The mountain labored and brought forth a mouse."
"Spanish","The more a woman admires her face, the more she ruins her house."
"Spanish","The month loses its own, but not the year."
"Spanish","The miser will stubbornly live poorly in order to die rich."
"Spanish","The mill gains by gong, and not by standing still."
"Spanish","The mill does not grind with water that is past."
"Spanish","The mice will never play with the kittens."
"Spanish","The master's foot is manure for the estate."
"Spanish","The mare's kicks are caresses to the horse."
"Spanish","The mare's kick does not harm the colt."
"Spanish","The pen is mightier than the sword."
"Spanish","The more one has the more one wants."
"Spanish","The old man at home, and the young abroad, lie after the same fashion."
"Spanish","The gallows takes its own."
"Spanish","The paunch warm, the foot sleepy."
"Spanish","The patient who names a doctor his heir makes a big mistake."
"Spanish","The ox without a bell is soon lost."
"Spanish","The ox that butted me tossed me into a good place."
"Spanish","The ox spoke and said ""Moo."""
"Spanish","The ox comes to the yoke at the call of his feeder."
"Spanish","The open house makes a good man of the thief."
"Spanish","The only chaste woman is the one who has not been asked."
"Spanish","The one-eyed man is a king in the country of the blind."
"Spanish","The mother-in-law does not remember that she was once a daughter-in-law."
"Spanish","The old wife, if she does not serve for a pot, serves for a cover."
"Spanish","The mother-in-law must be entreated, and the pot must be let stand."
"Spanish","The old for want of ability, and the young for want of knowledge, let things be lost."
"Spanish","The official who can't lie may as well be out of the world."
"Spanish","The obscure we see eventually. The completely apparent takes longer."
"Spanish","The oaths of one who loves a woman are not to be believed."
"Spanish","The nightingale will run out of songs before a woman runs out of conversation."
"Spanish","The mouth that says yes says no."
"Spanish","The mouth and the purse, shut."
"Spanish","The mouse that only trusts to one poor hole, Can never be a mouse of any soul."
"Spanish","The mouse that knows but one hole is soon caught by the cat."
"Spanish","The mouse does not leave the cat's house with a bellyful."
"Spanish","The magistrate's son gets out of every scrape."
"Spanish","The one who rings the fire bell is safe."
"Spanish","The grapes are sour, said the fox, when he could not get at them."
"Spanish","The hen lays upon an egg."
"Spanish","The heart is no traitor."
"Spanish","The heart is like the astrologer who guesses at the truth."
"Spanish","The hare starts from where it is least expected."
"Spanish","The gutter by dropping wears the stone."
"Spanish","The greyhound that starts many hares kills none."
"Spanish","The grey mare is the better horse."
"Spanish","The green burns for the dry, and the righteous pay for sinners."
"Spanish","The greatest victory is a bloodless victory."
"Spanish","The greatest hate springs from the greatest love."
"Spanish","The man who does not love a horse cannot love a woman."
"Spanish","The grass is always greener on the other side of the fence."
"Spanish","The hole invites the thief."
"Spanish","The gossips fall out and tell each other truths."
"Spanish","The golden ass passes everywhere."
"Spanish","The goat can't well cover herself with her tail."
"Spanish","The glass-dealer's horses fell out, and he looked on to see which kicked hardest."
"Spanish","The girl as she is taught, the flax as it is wrought."
"Spanish","The gentle lamb sucks any ewe as well as its mother; the surly lamb sucks neither its own nor another."
"Spanish","The gardener's feet do no harm to the garden."
"Spanish","The gardener's dog neither eats greens not lets any one else eat them."
"Spanish","The gallows will have its own at last."
"Spanish","There is no mother like the mother that bore us."
"Spanish","The grass looks greener on the other side of the fence."
"Spanish","The king likes the treachery, but not the traitor."
"Spanish","The lucky man has a daughter for his first-born."
"Spanish","The loyal man lives no longer than the traitor pleases."
"Spanish","The lion's not half so fierce as he's painted."
"Spanish","The lion is not so fierce as he is painted."
"Spanish","The liar is sooner caught than the cripple."
"Spanish","The letter enters with blood."
"Spanish","The lean dog is all fleas."
"Spanish","The leader follows in front."
"Spanish","The lazy servant to save one step takes eight."
"Spanish","The lazy man always does twice the work."
"Spanish","The higher the rise the greater the fall."
"Spanish","The kite's malady, its wings broken and its beak sound."
"Spanish","The highest branch is not the safest roost."
"Spanish","The king goes as far as he may, not as far as he could."
"Spanish","The king goes as far as he can, not so far as he would."
"Spanish","The keys at the girdle, the dog in the larder."
"Spanish","The judge's son goes into the courtroom without fear."
"Spanish","The Jew ruins himself with passovers, the Moor with wedding feasts, and the Christian with lawsuits."
"Spanish","The hunchback does not see his own hump, but sees his companion's."
"Spanish","The horseshoe that clatters wants a nail."
"Spanish","The horse thinks one thing, and his rider another."
"Spanish","The horse may wish to do one thing, but he who saddles him another."
"Spanish","The honest man enjoys the theft."
"Spanish","The person seeking India's riches must have them within himself."
"Spanish","The land a man knows is his mother."
"Spanish","The wolf and the fox are both in one story."
"Spanish","The worst of a lawsuit is that out of one there grow a hundred."
"Spanish","The worst ewe dungs in the milking-pail."
"Spanish","The world is a round gulf, and he who cannot swim must go to the bottom."
"Spanish","The woman who dresses well attracts the husband from another woman's door."
"Spanish","The woman in finery, the house in filth, but the doorway swept."
"Spanish","The wolf picks up the ass's fleas by moonlight."
"Spanish","The wolf never wants a pretext against the lamb."
"Spanish","The wolf loses his teeth, but not his inclinations."
"Spanish","The wolf eats of what is counted."
"Spanish","The wolf does that in the course of the week which hinders him from going to mass on Sunday."
"Spanish","The voice of the people is the voice of God."
"Spanish","The wolf changes his teeth but not his disposition."
"Spanish","The wrong doer is never without a pretext."
"Spanish","The wise man does not hang his knowledge on a hook."
"Spanish","The wise knows that he does not know; the ignoramus thinks he knows."
"Spanish","The wise hand does not all that the tongue says."
"Spanish","The winter is gone, the spring is come, a fly for those who us good have done."
"Spanish","The wind changes every day; a woman changes every second."
"Spanish","The well-fed sheep makes a cloak of its tail."
"Spanish","The well-dressed woman draws her husband away from another woman's door."
